O*NET-SOC Code,Element Name,Scale ID,Data Value,Recommend Suppress,Not Relevant
11-3013.00,Active Learning,LV,3.12,N,N
11-3013.00,Learning Strategies,IM,3,N,
11-3013.00,Learning Strategies,LV,3.25,N,N
11-3013.00,Monitoring,IM,3.75,N,
11-3013.00,Monitoring,LV,3.88,N,N
11-3013.00,Social Perceptiveness,IM,3.62,N,
11-3013.00,Social Perceptiveness,LV,3.62,N,N
11-3013.00,Coordination,IM,3.62,N,
11-3013.00,Coordination,LV,3.75,N,N
11-3013.00,Persuasion,IM,3.12,N,
11-3013.00,Persuasion,LV,3.38,N,N
11-3013.00,Negotiation,IM,3,N,
11-3013.00,Negotiation,LV,3.5,N,N
11-3013.00,Instructing,IM,3.25,N,
11-3013.00,Instructing,LV,3.25,N,N
11-3013.00,Service Orientation,IM,3,N,
11-3013.00,Service Orientation,LV,2.88,N,N
11-3013.00,Complex Problem Solving,IM,3.38,N,
11-3013.00,Complex Problem Solving,LV,3.38,N,N
11-3013.00,Operations Analysis,IM,1.88,N,
11-3013.00,Operations Analysis,LV,1.38,N,N
11-3013.00,Technology Design,IM,1.62,N,
11-3013.00,Technology Design,LV,0.88,N,N
11-3013.00,Equipment Selection,IM,2.25,N,
11-3013.00,Equipment Selection,LV,1.88,N,N
11-3013.00,Installation,IM,1.12,N,
11-3013.00,Installation,LV,0.12,N,Y
11-3013.00,Programming,IM,1.62,N,
11-3013.00,Programming,LV,1.12,N,N
11-3013.00,Operations Monitoring,IM,2.88,N,
11-3013.00,Operations Monitoring,LV,2.5,N,N
11-3013.00,Operation and Control,IM,2.25,N,
11-3013.00,Operation and Control,LV,2.25,N,N
11-3013.00,Equipment Maintenance,IM,2.38,N,
11-3013.00,Equipment Maintenance,LV,2.25,N,N
11-3013.00,Troubleshooting,IM,2.62,N,
11-3013.00,Troubleshooting,LV,2.25,N,N
11-3013.00,Repairing,IM,2.25,N,
11-3013.00,Repairing,LV,1.88,N,N
11-3013.00,Quality Control Analysis,IM,2.88,N,
11-3013.00,Quality Control Analysis,LV,2.88,N,N
11-3013.00,Judgment and Decision Making,IM,3.5,N,
11-3013.00,Judgment and Decision Making,LV,3.38,N,N
11-3013.00,Systems Analysis,IM,3,N,
11-3013.00,Systems Analysis,LV,3.12,N,N
11-3013.00,Systems Evaluation,IM,3,N,
11-3013.00,Systems Evaluation,LV,3.25,N,N
11-3013.00,Time Management,IM,3.38,N,
11-3013.00,Time Management,LV,3.75,N,N
11-3013.00,Management of Financial Resources,IM,2.5,N,
11-3013.00,Management of Financial Resources,LV,3.25,N,N
11-3013.00,Management of Material Resources,IM,2.75,N,
11-3013.00,Management of Material Resources,LV,3,N,N
11-3013.00,Management of Personnel Resources,IM,3.5,N,
11-3013.00,Management of Personnel Resources,LV,3.62,N,N
11-3013.01,Reading Comprehension,IM,4.12,N,
11-3013.01,Reading Comprehension,LV,4,N,N
11-3013.01,Active Listening,IM,4.12,N,
11-3013.01,Active Listening,LV,4,N,N
11-3013.01,Writing,IM,3.75,N,
11-3013.01,Writing,LV,3.88,N,N
11-3013.01,Speaking,IM,4,N,
11-3013.01,Speaking,LV,4,N,N
11-3013.01,Mathematics,IM,2.5,N,
11-3013.01,Mathematics,LV,2.38,N,N
11-3013.01,Science,IM,1.38,N,
11-3013.01,Science,LV,0.38,N,N
11-3013.01,Critical Thinking,IM,4.25,N,
11-3013.01,Critical Thinking,LV,4.12,N,N
11-3013.01,Active Learning,IM,3.62,N,
11-3013.01,Active Learning,LV,3.62,N,N
11-3013.01,Learning Strategies,IM,3.38,N,
11-3013.01,Learning Strategies,LV,3.5,N,N
11-3013.01,Monitoring,IM,4,N,
11-3013.01,Monitoring,LV,4.62,N,N
11-3013.01,Social Perceptiveness,IM,4,N,
11-3013.01,Social Perceptiveness,LV,3.75,N,N
11-3013.01,Coordination,IM,3.88,N,
11-3013.01,Coordination,LV,4.12,N,N
11-3013.01,Persuasion,IM,3.38,N,
11-3013.01,Persuasion,LV,3.5,N,N
11-3013.01,Negotiation,IM,3.38,N,
11-3013.01,Negotiation,LV,3.12,N,N
11-3013.01,Instructing,IM,3.38,N,
11-3013.01,Instructing,LV,3.12,N,N
11-3013.01,Service Orientation,IM,3.38,N,
11-3013.01,Service Orientation,LV,3.25,N,N
11-3013.01,Complex Problem Solving,IM,4,N,
11-3013.01,Complex Problem Solving,LV,4,N,N
11-3013.01,Operations Analysis,IM,2.25,N,
11-3013.01,Operations Analysis,LV,2,Y,N
11-3013.01,Technology Design,IM,1.62,N,
11-3013.01,Technology Design,LV,0.75,N,N
11-3013.01,Equipment Selection,IM,2,N,
11-3013.01,Equipment Selection,LV,1.5,N,N
11-3013.01,Installation,IM,1,N,
11-3013.01,Installation,LV,0,N,Y
11-3013.01,Programming,IM,1.62,N,
11-3013.01,Programming,LV,0.88,N,N
11-3013.01,Operations Monitoring,IM,2.25,N,
11-3013.01,Operations Monitoring,LV,1.75,N,N
11-3013.01,Operation and Control,IM,2,N,
11-3013.01,Operation and Control,LV,2.12,N,N
11-3013.01,Equipment Maintenance,IM,1.75,N,
11-3013.01,Equipment Maintenance,LV,0.88,N,N
11-3013.01,Troubleshooting,IM,2,N,
11-3013.01,Troubleshooting,LV,1.5,N,N
11-3013.01,Repairing,IM,1.75,N,
11-3013.01,Repairing,LV,1,N,N
11-3013.01,Quality Control Analysis,IM,2.5,N,
11-3013.01,Quality Control Analysis,LV,2.38,N,N
11-3013.01,Judgment and Decision Making,IM,4.12,N,
11-3013.01,Judgment and Decision Making,LV,3.75,N,N
11-3013.01,Systems Analysis,IM,3.25,N,
11-3013.01,Systems Analysis,LV,3.12,N,N
11-3013.01,Systems Evaluation,IM,3.38,N,
11-3013.01,Systems Evaluation,LV,3.25,N,N
11-3013.01,Time Management,IM,3.5,N,
11-3013.01,Time Management,LV,3.75,N,N
11-3013.01,Management of Financial Resources,IM,3.62,N,
11-3013.01,Management of Financial Resources,LV,3.62,N,N
11-3013.01,Management of Material Resources,IM,3.25,N,
11-3013.01,Management of Material Resources,LV,3.12,N,N
11-3013.01,Management of Personnel Resources,IM,3.75,N,
11-3013.01,Management of Personnel Resources,LV,3.75,N,N
11-3021.00,Reading Comprehension,IM,4,N,
11-3021.00,Reading Comprehension,LV,4,N,N
11-3021.00,Active Listening,IM,4,N,
11-3021.00,Active Listening,LV,4,N,N
11-3021.00,Writing,IM,3.75,N,
11-3021.00,Writing,LV,4,N,N
11-3021.00,Speaking,IM,3.88,N,
11-3021.00,Speaking,LV,3.88,N,N
11-3021.00,Mathematics,IM,3.12,N,
11-3021.00,Mathematics,LV,3.12,N,N
11-3021.00,Science,IM,1.75,N,
11-3021.00,Science,LV,1.38,N,N
11-3021.00,Critical Thinking,IM,4.12,N,
11-3021.00,Critical Thinking,LV,4,N,N
11-3021.00,Active Learning,IM,3.38,N,
11-3021.00,Active Learning,LV,3.88,N,N
11-3021.00,Learning Strategies,IM,3.25,N,
11-3021.00,Learning Strategies,LV,3.5,N,N
11-3021.00,Monitoring,IM,3.88,N,
11-3021.00,Monitoring,LV,4.38,N,N
11-3021.00,Social Perceptiveness,IM,3.62,N,
11-3021.00,Social Perceptiveness,LV,3.75,N,N
11-3021.00,Coordination,IM,3.75,N,
11-3021.00,Coordination,LV,3.88,N,N
11-3021.00,Persuasion,IM,3.12,N,
11-3021.00,Persuasion,LV,3.5,N,N
11-3021.00,Negotiation,IM,3,N,
11-3021.00,Negotiation,LV,3.25,N,N
11-3021.00,Instructing,IM,3.12,N,
11-3021.00,Instructing,LV,3.88,N,N
11-3021.00,Service Orientation,IM,2.88,N,
11-3021.00,Service Orientation,LV,3.12,N,N
11-3021.00,Complex Problem Solving,IM,3.75,N,
11-3021.00,Complex Problem Solving,LV,3.88,N,N
11-3021.00,Operations Analysis,IM,3.12,N,
11-3021.00,Operations Analysis,LV,3.38,N,N
11-3021.00,Technology Design,IM,2.5,N,
11-3021.00,Technology Design,LV,2,N,N
11-3021.00,Equipment Selection,IM,1.88,N,
11-3021.00,Equipment Selection,LV,2,N,N
11-3021.00,Installation,IM,1,N,
11-3021.00,Installation,LV,0,N,Y
11-3021.00,Programming,IM,2.75,N,
11-3021.00,Programming,LV,2.62,N,N
11-3021.00,Operations Monitoring,IM,2.88,N,
11-3021.00,Operations Monitoring,LV,2.88,N,N
11-3021.00,Operation and Control,IM,2,N,
11-3021.00,Operation and Control,LV,1.62,N,N
11-3021.00,Equipment Maintenance,IM,1.38,N,
11-3021.00,Equipment Maintenance,LV,0.62,N,N
11-3021.00,Troubleshooting,IM,2.5,N,
11-3021.00,Troubleshooting,LV,2.5,N,N
11-3021.00,Repairing,IM,1.5,N,
11-3021.00,Repairing,LV,0.75,N,N
11-3021.00,Quality Control Analysis,IM,2.75,N,
11-3021.00,Quality Control Analysis,LV,3,N,N
11-3021.00,Judgment and Decision Making,IM,3.88,N,
11-3021.00,Judgment and Decision Making,LV,3.75,N,N
11-3021.00,Systems Analysis,IM,3.62,N,
11-3021.00,Systems Analysis,LV,3.5,N,N
11-3021.00,Systems Evaluation,IM,3.62,N,
11-3021.00,Systems Evaluation,LV,3.88,N,N
11-3021.00,Time Management,IM,3.38,N,
11-3021.00,Time Management,LV,3.75,N,N
11-3021.00,Management of Financial Resources,IM,3,N,
11-3021.00,Management of Financial Resources,LV,3.38,N,N
11-3021.00,Management of Material Resources,IM,2.75,N,
11-3021.00,Management of Material Resources,LV,3.12,N,N
11-3021.00,Management of Personnel Resources,IM,3.62,N,
11-3021.00,Management of Personnel Resources,LV,3.75,N,N
11-3031.00,Reading Comprehension,IM,4,N,
11-3031.00,Reading Comprehension,LV,4.38,N,N
11-3031.00,Active Listening,IM,4,N,
11-3031.00,Active Listening,LV,4.38,N,N
11-3031.00,Writing,IM,3.75,N,
11-3031.00,Writing,LV,3.62,N,N
11-3031.00,Speaking,IM,4,N,
11-3031.00,Speaking,LV,4.12,N,N
11-3031.00,Mathematics,IM,3.5,N,
11-3031.00,Mathematics,LV,3.62,N,N
11-3031.00,Science,IM,1.25,N,
11-3031.00,Science,LV,0.25,N,Y
11-3031.00,Critical Thinking,IM,4,N,
11-3031.00,Critical Thinking,LV,4.25,N,N
11-3031.00,Active Learning,IM,3.5,N,
11-3031.00,Active Learning,LV,4,N,N
11-3031.00,Learning Strategies,IM,3,N,
11-3031.00,Learning Strategies,LV,3.38,N,N
11-3031.00,Monitoring,IM,3.75,N,
11-3031.00,Monitoring,LV,4.12,N,N
11-3031.00,Social Perceptiveness,IM,3.62,N,
11-3031.00,Social Perceptiveness,LV,3.75,N,N
11-3031.00,Coordination,IM,3.62,N,
11-3031.00,Coordination,LV,3.75,N,N
11-3031.00,Persuasion,IM,3.38,N,
11-3031.00,Persuasion,LV,3.75,N,N
11-3031.00,Negotiation,IM,3.12,N,
11-3031.00,Negotiation,LV,3.75,N,N
11-3031.00,Instructing,IM,2.88,N,
11-3031.00,Instructing,LV,3.38,N,N
11-3031.00,Service Orientation,IM,3.62,N,
11-3031.00,Service Orientation,LV,3.62,N,N
11-3031.00,Complex Problem Solving,IM,3.62,N,
11-3031.00,Complex Problem Solving,LV,3.88,N,N
11-3031.00,Operations Analysis,IM,1.75,N,
11-3031.00,Operations Analysis,LV,1.12,Y,N
11-3031.00,Technology Design,IM,1.62,N,
11-3031.00,Technology Design,LV,0.88,N,N
11-3031.00,Equipment Selection,IM,1.25,N,
11-3031.00,Equipment Selection,LV,0.38,N,Y
11-3031.00,Installation,IM,1,N,
11-3031.00,Installation,LV,0,N,Y
11-3031.00,Programming,IM,1.88,N,
11-3031.00,Programming,LV,1.62,Y,N
11-3031.00,Operations Monitoring,IM,1.88,N,
11-3031.00,Operations Monitoring,LV,1.38,N,N
11-3031.00,Operation and Control,IM,1.12,N,
11-3031.00,Operation and Control,LV,0.12,N,Y
11-3031.00,Equipment Maintenance,IM,1,N,
11-3031.00,Equipment Maintenance,LV,0,N,Y
11-3031.00,Troubleshooting,IM,1.25,N,
11-3031.00,Troubleshooting,LV,0.38,N,Y
11-3031.00,Repairing,IM,1,N,
11-3031.00,Repairing,LV,0,N,Y
11-3031.00,Quality Control Analysis,IM,1.88,N,
11-3031.00,Quality Control Analysis,LV,1.5,N,N
11-3031.00,Judgment and Decision Making,IM,3.62,N,
11-3031.00,Judgment and Decision Making,LV,3.88,N,N
11-3031.00,Systems Analysis,IM,3,N,
11-3031.00,Systems Analysis,LV,3.25,Y,N
11-3031.00,Systems Evaluation,IM,3,N,
11-3031.00,Systems Evaluation,LV,3.25,Y,N
11-3031.00,Time Management,IM,3.62,N,
11-3031.00,Time Management,LV,3.75,N,N
11-3031.00,Management of Financial Resources,IM,3.12,N,
11-3031.00,Management of Financial Resources,LV,3.62,N,N
11-3031.00,Management of Material Resources,IM,2.38,N,
11-3031.00,Management of Material Resources,LV,2.12,N,N
11-3031.00,Management of Personnel Resources,IM,3.62,N,
11-3031.00,Management of Personnel Resources,LV,4,N,N
11-3031.01,Reading Comprehension,IM,4.12,N,
11-3031.01,Reading Comprehension,LV,4.25,N,N
11-3031.01,Active Listening,IM,3.88,N,
11-3031.01,Active Listening,LV,4.25,N,N
11-3031.01,Writing,IM,3.62,N,
11-3031.01,Writing,LV,4.12,N,N
11-3031.01,Speaking,IM,4,N,
11-3031.01,Speaking,LV,4.25,N,N
11-3031.01,Mathematics,IM,3.75,N,
11-3031.01,Mathematics,LV,4.25,N,N
11-3031.01,Science,IM,1.25,N,
11-3031.01,Science,LV,0.25,N,Y
11-3031.01,Critical Thinking,IM,4.12,N,
11-3031.01,Critical Thinking,LV,4.75,N,N
11-3031.01,Active Learning,IM,3.62,N,
11-3031.01,Active Learning,LV,4.25,N,N
11-3031.01,Learning Strategies,IM,3,N,
11-3031.01,Learning Strategies,LV,3.38,N,N
11-3031.01,Monitoring,IM,3.88,N,
11-3031.01,Monitoring,LV,4.5,N,N
11-3031.01,Social Perceptiveness,IM,3.12,N,
11-3031.01,Social Perceptiveness,LV,3.62,N,N
11-3031.01,Coordination,IM,3.38,N,
11-3031.01,Coordination,LV,3.62,N,N
11-3031.01,Persuasion,IM,3,N,
11-3031.01,Persuasion,LV,3.75,N,N
11-3031.01,Negotiation,IM,3.12,N,
11-3031.01,Negotiation,LV,3.12,N,N
11-3031.01,Instructing,IM,2.88,N,
11-3031.01,Instructing,LV,3.12,N,N
11-3031.01,Service Orientation,IM,2.75,N,
11-3031.01,Service Orientation,LV,2.75,N,N
11-3031.01,Complex Problem Solving,IM,4.12,N,
11-3031.01,Complex Problem Solving,LV,4.38,N,N
11-3031.01,Operations Analysis,IM,2.62,N,
11-3031.01,Operations Analysis,LV,3.12,N,N
11-3031.01,Technology Design,IM,1.62,N,
11-3031.01,Technology Design,LV,0.62,N,N
11-3031.01,Equipment Selection,IM,1,N,
11-3031.01,Equipment Selection,LV,0,N,Y
11-3031.01,Installation,IM,1,N,
11-3031.01,Installation,LV,0,N,Y
11-3031.01,Programming,IM,1.62,N,
11-3031.01,Programming,LV,1,N,N
11-3031.01,Operations Monitoring,IM,1.88,N,
11-3031.01,Operations Monitoring,LV,1.12,N,N
11-3031.01,Operation and Control,IM,1.12,N,
11-3031.01,Operation and Control,LV,0.12,N,Y
11-3031.01,Equipment Maintenance,IM,1,N,
11-3031.01,Equipment Maintenance,LV,0,N,Y
11-3031.01,Troubleshooting,IM,1,N,
11-3031.01,Troubleshooting,LV,0,N,Y
11-3031.01,Repairing,IM,1,N,
11-3031.01,Repairing,LV,0,N,Y
11-3031.01,Quality Control Analysis,IM,1.88,N,
11-3031.01,Quality Control Analysis,LV,1.38,N,N
11-3031.01,Judgment and Decision Making,IM,4.12,N,
11-3031.01,Judgment and Decision Making,LV,4.62,N,N
11-3031.01,Systems Analysis,IM,3.25,N,
11-3031.01,Systems Analysis,LV,4.25,N,N
11-3031.01,Systems Evaluation,IM,3.62,N,
11-3031.01,Systems Evaluation,LV,4.25,N,N
11-3031.01,Time Management,IM,3.38,N,
11-3031.01,Time Management,LV,4,N,N
11-3031.01,Management of Financial Resources,IM,4,N,
11-3031.01,Management of Financial Resources,LV,5,N,N
11-3031.01,Management of Material Resources,IM,2.75,N,
11-3031.01,Management of Material Resources,LV,3,N,N
11-3031.01,Management of Personnel Resources,IM,3.12,N,
11-3031.01,Management of Personnel Resources,LV,3.75,N,N
11-3031.03,Reading Comprehension,IM,4,N,
11-3031.03,Reading Comprehension,LV,4.25,N,N
11-3031.03,Active Listening,IM,4,N,
11-3031.03,Active Listening,LV,4.12,N,N
11-3031.03,Writing,IM,3.62,N,
11-3031.03,Writing,LV,3.88,N,N
11-3031.03,Speaking,IM,3.88,N,
11-3031.03,Speaking,LV,4.12,N,N
11-3031.03,Mathematics,IM,3.38,N,
11-3031.03,Mathematics,LV,3.62,N,N
11-3031.03,Science,IM,1,N,
11-3031.03,Science,LV,0,N,Y
11-3031.03,Critical Thinking,IM,4,N,
11-3031.03,Critical Thinking,LV,4,N,N
11-3031.03,Active Learning,IM,3.75,N,
11-3031.03,Active Learning,LV,3.88,N,N
11-3031.03,Learning Strategies,IM,2.88,N,
11-3031.03,Learning Strategies,LV,3.12,N,N
11-3031.03,Monitoring,IM,3.5,N,
11-3031.03,Monitoring,LV,4,N,N
11-3031.03,Social Perceptiveness,IM,3,N,
11-3031.03,Social Perceptiveness,LV,3.38,N,N
11-3031.03,Coordination,IM,3.12,N,
11-3031.03,Coordination,LV,3.12,N,N
11-3031.03,Persuasion,IM,3.12,N,
11-3031.03,Persuasion,LV,3.5,N,N
11-3031.03,Negotiation,IM,3,N,
11-3031.03,Negotiation,LV,3.5,N,N
11-3031.03,Instructing,IM,3,N,
11-3031.03,Instructing,LV,2.88,N,N
11-3031.03,Service Orientation,IM,2.88,N,
11-3031.03,Service Orientation,LV,3,N,N
11-3031.03,Complex Problem Solving,IM,3.75,N,
11-3031.03,Complex Problem Solving,LV,3.88,N,N
11-3031.03,Operations Analysis,IM,2,N,
11-3031.03,Operations Analysis,LV,1.62,Y,N
11-3031.03,Technology Design,IM,1.88,N,
11-3031.03,Technology Design,LV,1.38,Y,N
11-3031.03,Equipment Selection,IM,1,N,
11-3031.03,Equipment Selection,LV,0,N,Y
11-3031.03,Installation,IM,1,N,
11-3031.03,Installation,LV,0,N,Y
11-3031.03,Programming,IM,1.75,N,
11-3031.03,Programming,LV,1.12,Y,N
11-3031.03,Operations Monitoring,IM,1.88,N,
11-3031.03,Operations Monitoring,LV,1.5,N,N
11-3031.03,Operation and Control,IM,1,N,
11-3031.03,Operation and Control,LV,0,N,Y
11-3031.03,Equipment Maintenance,IM,1,N,
11-3031.03,Equipment Maintenance,LV,0,N,Y
11-3031.03,Troubleshooting,IM,1,N,
11-3031.03,Troubleshooting,LV,0,N,Y
11-3031.03,Repairing,IM,1,N,
11-3031.03,Repairing,LV,0,N,Y
11-3031.03,Quality Control Analysis,IM,1.5,N,
11-3031.03,Quality Control Analysis,LV,0.75,Y,Y
11-3031.03,Judgment and Decision Making,IM,3.88,N,
11-3031.03,Judgment and Decision Making,LV,4.25,N,N
11-3031.03,Systems Analysis,IM,3.38,N,
11-3031.03,Systems Analysis,LV,3.75,N,N
11-3031.03,Systems Evaluation,IM,3.25,N,
11-3031.03,Systems Evaluation,LV,3.75,N,N
11-3031.03,Time Management,IM,3.25,N,
11-3031.03,Time Management,LV,3.88,N,N
11-3031.03,Management of Financial Resources,IM,2.75,N,
11-3031.03,Management of Financial Resources,LV,3,Y,N
11-3031.03,Management of Material Resources,IM,2.25,N,
11-3031.03,Management of Material Resources,LV,2.12,Y,N
11-3031.03,Management of Personnel Resources,IM,2.88,N,
11-3031.03,Management of Personnel Resources,LV,3.38,N,N
11-3051.00,Reading Comprehension,IM,3.88,N,
11-3051.00,Reading Comprehension,LV,4,N,N
11-3051.00,Active Listening,IM,3.88,N,
11-3051.00,Active Listening,LV,4,N,N
11-3051.00,Writing,IM,3.38,N,
11-3051.00,Writing,LV,4,N,N
11-3051.00,Speaking,IM,4,N,
11-3051.00,Speaking,LV,4,N,N
11-3051.00,Mathematics,IM,3.38,N,
11-3051.00,Mathematics,LV,3.75,N,N
11-3051.00,Science,IM,1.62,N,
11-3051.00,Science,LV,1.12,N,N
11-3051.00,Critical Thinking,IM,4,N,
11-3051.00,Critical Thinking,LV,4,N,N
11-3051.00,Active Learning,IM,3.62,N,
11-3051.00,Active Learning,LV,4,N,N
11-3051.00,Learning Strategies,IM,3.75,N,
11-3051.00,Learning Strategies,LV,4,N,N
11-3051.00,Monitoring,IM,4,N,
11-3051.00,Monitoring,LV,4.88,N,N
11-3051.00,Social Perceptiveness,IM,3.5,N,
11-3051.00,Social Perceptiveness,LV,3.88,N,N
11-3051.00,Coordination,IM,4,N,
11-3051.00,Coordination,LV,4,N,N
11-3051.00,Persuasion,IM,3.12,N,
11-3051.00,Persuasion,LV,3.62,N,N
11-3051.00,Negotiation,IM,3.25,N,
11-3051.00,Negotiation,LV,3.75,N,N
11-3051.00,Instructing,IM,3.12,N,
11-3051.00,Instructing,LV,3.62,N,N
11-3051.00,Service Orientation,IM,3,N,
11-3051.00,Service Orientation,LV,3.12,N,N
11-3051.00,Complex Problem Solving,IM,3.62,N,
11-3051.00,Complex Problem Solving,LV,3.88,N,N
11-3051.00,Operations Analysis,IM,2.88,N,
11-3051.00,Operations Analysis,LV,2.88,N,N
11-3051.00,Technology Design,IM,1.62,N,
11-3051.00,Technology Design,LV,1.12,N,N
11-3051.00,Equipment Selection,IM,2.12,N,
11-3051.00,Equipment Selection,LV,2,N,N
11-3051.00,Installation,IM,1,N,
11-3051.00,Installation,LV,0,N,Y
11-3051.00,Programming,IM,1.62,N,
11-3051.00,Programming,LV,0.75,N,N
11-3051.00,Operations Monitoring,IM,3.12,N,
11-3051.00,Operations Monitoring,LV,3.5,N,N
11-3051.00,Operation and Control,IM,2.75,N,
11-3051.00,Operation and Control,LV,3.12,N,N
11-3051.00,Equipment Maintenance,IM,2,N,
11-3051.00,Equipment Maintenance,LV,1.38,N,N
11-3051.00,Troubleshooting,IM,2.25,N,
11-3051.00,Troubleshooting,LV,2.25,N,N
11-3051.00,Repairing,IM,2.12,N,
11-3051.00,Repairing,LV,1.62,N,N
11-3051.00,Quality Control Analysis,IM,3.12,N,
11-3051.00,Quality Control Analysis,LV,3.88,N,N
11-3051.00,Judgment and Decision Making,IM,4,N,
11-3051.00,Judgment and Decision Making,LV,4.38,N,N
11-3051.00,Systems Analysis,IM,3.75,N,
11-3051.00,Systems Analysis,LV,3.88,N,N
11-3051.00,Systems Evaluation,IM,3.38,N,
11-3051.00,Systems Evaluation,LV,3.75,N,N
11-3051.00,Time Management,IM,3.88,N,
11-3051.00,Time Management,LV,4.12,N,N
11-3051.00,Management of Financial Resources,IM,3.38,N,
11-3051.00,Management of Financial Resources,LV,4,N,N
11-3051.00,Management of Material Resources,IM,3.25,N,
11-3051.00,Management of Material Resources,LV,4,N,N
11-3051.00,Management of Personnel Resources,IM,3.88,N,
11-3051.00,Management of Personnel Resources,LV,4.25,N,N
11-3051.01,Reading Comprehension,IM,4,N,
11-3051.01,Reading Comprehension,LV,4.12,N,N
11-3051.01,Active Listening,IM,3.88,N,
11-3051.01,Active Listening,LV,4.12,N,N
11-3051.01,Writing,IM,3.88,N,
11-3051.01,Writing,LV,4,N,N
11-3051.01,Speaking,IM,3.88,N,
11-3051.01,Speaking,LV,4.12,N,N
11-3051.01,Mathematics,IM,3.12,N,
11-3051.01,Mathematics,LV,3.25,N,N
11-3051.01,Science,IM,2.25,N,
11-3051.01,Science,LV,2.25,N,N
11-3051.01,Critical Thinking,IM,3.75,N,
11-3051.01,Critical Thinking,LV,4.12,N,N
11-3051.01,Active Learning,IM,3.62,N,
11-3051.01,Active Learning,LV,4.12,N,N
11-3051.01,Learning Strategies,IM,3.12,N,
11-3051.01,Learning Strategies,LV,3.38,N,N
11-3051.01,Monitoring,IM,3.88,N,
11-3051.01,Monitoring,LV,4.5,N,N
11-3051.01,Social Perceptiveness,IM,3.25,N,
11-3051.01,Social Perceptiveness,LV,3.75,N,N
11-3051.01,Coordination,IM,3.75,N,
11-3051.01,Coordination,LV,3.88,N,N
11-3051.01,Persuasion,IM,3.25,N,
11-3051.01,Persuasion,LV,3.5,N,N
11-3051.01,Negotiation,IM,3,N,
11-3051.01,Negotiation,LV,3.12,N,N
11-3051.01,Instructing,IM,3.25,N,
11-3051.01,Instructing,LV,3.62,N,N
11-3051.01,Service Orientation,IM,3,N,
11-3051.01,Service Orientation,LV,3.25,N,N
11-3051.01,Complex Problem Solving,IM,3.75,N,
11-3051.01,Complex Problem Solving,LV,4.12,N,N
11-3051.01,Operations Analysis,IM,2.75,N,
11-3051.01,Operations Analysis,LV,3,N,N
11-3051.01,Technology Design,IM,2.12,N,
11-3051.01,Technology Design,LV,1.62,N,N
11-3051.01,Equipment Selection,IM,2,N,
11-3051.01,Equipment Selection,LV,1.38,N,N
11-3051.01,Installation,IM,1,N,
11-3051.01,Installation,LV,0,N,Y
11-3051.01,Programming,IM,1.88,N,
11-3051.01,Programming,LV,1.25,N,N
11-3051.01,Operations Monitoring,IM,3.25,N,
11-3051.01,Operations Monitoring,LV,3.5,N,N
11-3051.01,Operation and Control,IM,2.88,N,
11-3051.01,Operation and Control,LV,3,N,N
11-3051.01,Equipment Maintenance,IM,1.88,N,
11-3051.01,Equipment Maintenance,LV,1.5,N,N
11-3051.01,Troubleshooting,IM,2.75,N,
11-3051.01,Troubleshooting,LV,2.75,N,N
11-3051.01,Repairing,IM,1.75,N,
11-3051.01,Repairing,LV,1.12,N,N
11-3051.01,Quality Control Analysis,IM,4,N,
11-3051.01,Quality Control Analysis,LV,4.12,N,N
11-3051.01,Judgment and Decision Making,IM,4,N,
11-3051.01,Judgment and Decision Making,LV,4.12,N,N
11-3051.01,Systems Analysis,IM,3.62,N,
11-3051.01,Systems Analysis,LV,3.88,N,N
11-3051.01,Systems Evaluation,IM,3.75,N,
11-3051.01,Systems Evaluation,LV,4,N,N
11-3051.01,Time Management,IM,3.5,N,
11-3051.01,Time Management,LV,3.75,N,N
11-3051.01,Management of Financial Resources,IM,2.75,N,
11-3051.01,Management of Financial Resources,LV,3,N,N
11-3051.01,Management of Material Resources,IM,2.75,N,
11-3051.01,Management of Material Resources,LV,2.75,N,N
11-3051.01,Management of Personnel Resources,IM,3.25,N,
11-3051.01,Management of Personnel Resources,LV,3.5,N,N
11-3051.02,Reading Comprehension,IM,3.88,N,
11-3051.02,Reading Comprehension,LV,4.25,N,N
11-3051.02,Active Listening,IM,3.62,N,
11-3051.02,Active Listening,LV,3.62,N,N
11-3051.02,Writing,IM,3.62,N,
11-3051.02,Writing,LV,3.75,N,N
11-3051.02,Speaking,IM,3.88,N,
